time,code_num,price
11:17,066570,122500
11:17,051910,768000
11:17,079550,48700
11:17,006260,63200
11:17,010120,63500
11:17,001120,29950
11:17,108670,75400
11:17,383800,8830
11:17,035420,390000
11:17,005940,12600
11:17,010060,136000
11:17,005490,326000
11:17,010950,106000
11:17,034730,258000
11:17,011790,159500
11:17,001740,5060
11:17,006120,46750
11:17,302440,230000
11:17,326030,99300
11:17,361610,201500
11:17,096770,253000
11:17,285130,308500
11:17,017670,306000
11:17,000660,93900
11:17,064960,51200
11:17,035250,28400
11:17,010130,534000
11:17,011780,179500
11:17,073240,5540
11:17,000270,81900
11:17,024110,10550
11:17,002350,7590
11:17,251270,121500
11:17,006280,266500
11:17,005250,29000
11:17,004370,289000
11:17,001680,23500
11:17,047040,6530
11:17,042660,24250
11:17,003090,31900
11:17,069620,134500
11:17,006650,206000
11:17,001440,2245
11:17,003490,31100
11:17,192080,62300
11:17,001230,17450
11:17,026960,29750
11:17,049770,209500
11:17,006040,230500
11:17,014820,61000
11:17,000150,88600
11:17,241560,39300
11:17,034020,19250
11:17,336260,48450
11:17,032350,21050
11:17,023530,102500
11:17,004000,86900
11:17,004990,32500
11:17,005300,148500
11:17,011170,239500
11:17,071840,28550
11:17,204320,57500
11:17,008560,4765
11:17,006800,8440
11:17,003850,14600
11:17,003000,13200
11:17,006400,685000
11:17,028260,121500
11:17,207940,823000
11:17,032830,71600
11:17,018260,159000
11:17,028050,24400
11:17,009150,166000
11:17,005930,71900
11:17,010140,6090
11:17,016360,46200
11:17,029780,34550
11:17,000810,239000
11:17,003230,83100
11:17,000070,108000
11:17,004490,82400
11:17,068270,223500
11:17,004170,255500
11:17,031430,180500
11:17,019170,61600
11:17,055550,39100
11:17,003410,7680
11:17,112610,68300
11:17,002790,49800
11:17,090430,180000
11:17,020560,23600
11:17,010780,47350
11:17,012750,83600
11:17,036570,570000
11:17,111770,45750
11:17,003520,4690
11:17,000670,665000
11:17,007310,489500
11:17,271560,117500
11:17,001800,16200
11:17,316140,11500
11:17,000100,59900
11:17,214320,59500
11:17,139480,157500
11:17,007570,30550
11:17,020150,105500
11:17,030000,22350
11:17,185750,118500
11:17,013890,71100
11:17,035720,119000
11:17,323410,57300
11:17,192820,132000
11:17,120110,91300
11:17,021240,73900
11:17,192400,21750
11:17,284740,42300
11:17,259960,468500
11:17,039490,104000
11:17,003240,1091000
11:17,028670,6780
11:17,047050,22300
11:17,003670,156500
11:17,103140,32250
11:17,086790,44700
11:17,352820,284500
11:17,000080,34650
11:17,036460,47800
11:17,071050,84000
11:17,000240,16400
11:17,015760,22900
11:17,009540,94600
11:17,161890,47100
11:17,161390,43250
11:17,047810,31600
11:17,008930,58100
11:17,128940,261500
11:17,009240,105000
11:17,020000,39400
11:17,105630,24950
11:17,014680,332500
11:17,018880,15150
11:17,009420,19950
11:17,051600,39400
11:17,052690,46700
11:17,180640,57300
11:17,000880,35000
11:17,088350,3465
11:17,009830,42450
11:17,272210,16600
11:17,012450,48800
11:17,000720,50300
11:17,005440,9420
11:17,086280,173000
11:17,042670,9270
11:17,064350,23050
11:17,012330,268500
11:17,010620,64400
11:17,069960,82100
11:17,017800,46900
11:17,011210,85800
11:17,004020,46100
11:17,267250,62500
11:17,005380,205000
11:17,001450,27350
11:17,057050,71100
11:17,008770,90700
11:17,241590,16200
11:17,004800,109500
11:17,298050,723000
11:17,298020,613000
11:17,093370,20850
11:17,081660,40200
11:17,069260,27000
11:22,282330,178500
11:22,138930,8530
11:22,001040,98200
11:22,079160,30050
11:22,000120,148000
11:22,097950,394000
11:22,005830,64600
11:22,000990,50900
11:22,000210,69700
11:22,375500,134000
11:22,007700,33600
11:22,114090,16200
11:22,078930,44000
11:22,006360,40850
11:22,007070,32550
11:22,294870,26000
11:22,011200,29600
11:22,105560,55000
11:22,002380,383000
11:22,016380,12900
11:22,030200,31400
11:22,033780,80900
11:22,003550,92600
11:22,034220,17900
11:22,051900,1382000
11:22,032640,14400
11:22,011070,198000
11:22,066570,122000
11:22,051910,765000
11:22,079550,48800
11:22,006260,63300
11:22,010120,63800
11:22,001120,29850
11:22,108670,75400
11:22,383800,8850
11:22,035420,389500
11:22,005940,12650
11:22,010060,136500
11:22,005490,325500
11:22,010950,106000
11:22,034730,258500
11:22,011790,159000
11:22,001740,5060
11:22,006120,46800
11:22,302440,230000
11:22,326030,99200
11:22,361610,202000
11:22,096770,252500
11:22,285130,307000
11:22,017670,306000
11:22,000660,93900
11:22,064960,51100
11:22,035250,28350
11:22,010130,536000
11:22,011780,179500
11:22,073240,5510
11:22,000270,81800
11:22,024110,10550
11:22,002350,7590
11:22,251270,121000
11:22,006280,266500
11:22,005250,29000
11:22,004370,290000
11:22,001680,23450
11:22,047040,6500
11:22,042660,24150
11:22,003090,31850
11:22,069620,135000
11:22,006650,206500
11:22,001440,2245
11:22,003490,31100
11:22,192080,62400
11:22,001230,17500
11:22,026960,29750
11:22,049770,209500
11:22,006040,230500
11:22,014820,60900
11:22,000150,88400
11:22,241560,39300
11:22,034020,19200
11:22,336260,48450
11:22,032350,21000
11:22,023530,103000
11:22,004000,86800
11:22,004990,32500
11:22,005300,149000
11:22,011170,240000
11:22,071840,28600
11:22,204320,57300
11:22,008560,4750
11:22,006800,8440
11:22,003850,14550
11:22,003000,13150
11:22,006400,686000
11:22,028260,121500
11:22,207940,823000
11:22,032830,71500
11:22,018260,159000
11:22,028050,24450
11:22,009150,166500
11:22,005930,71800
11:22,010140,6100
11:22,016360,46150
11:22,029780,34550
11:22,000810,239000
11:22,003230,83100
11:22,000070,109000
11:22,004490,82300
11:22,068270,223500
11:22,004170,256000
11:22,031430,179500
11:22,019170,61600
11:22,055550,39100
11:22,003410,7680
11:22,112610,68300
11:22,002790,50000
11:22,090430,180000
11:22,020560,23650
11:22,010780,47350
11:22,012750,83700
11:22,036570,572000
11:22,111770,45900
11:22,003520,4670
11:22,000670,663000
11:22,007310,489000
11:22,271560,118000
11:22,001800,16250
11:22,316140,11550
11:22,000100,59700
11:22,214320,59600
11:22,139480,157500
11:22,007570,30600
11:22,020150,106000
11:22,030000,22300
11:22,185750,119000
11:22,013890,71200
11:22,035720,118500
11:22,323410,57200
11:22,192820,132000
11:22,120110,91200
11:22,021240,73700
11:22,192400,21900
11:22,284740,42200
11:22,259960,467500
11:22,039490,104500
11:22,003240,1096000
11:22,028670,6770
11:22,047050,22350
11:22,003670,156500
11:22,103140,32250
11:22,086790,44650
11:22,352820,284500
11:22,000080,34600
11:22,036460,47850
11:22,071050,84100
11:22,000240,16400
11:22,015760,22900
11:22,009540,94300
11:22,161890,47100
11:22,161390,43250
11:22,047810,31600
11:22,008930,58300
11:22,128940,261000
11:22,009240,105000
11:22,020000,39700
11:22,105630,25100
11:22,014680,333000
11:22,018880,15150
11:22,009420,19900
11:22,051600,39350
11:22,052690,46700
11:22,180640,57400
11:22,000880,34950
11:22,088350,3460
11:22,009830,42450
11:22,272210,16600
11:22,012450,48850
11:22,000720,50300
11:22,005440,9450
11:22,086280,172500
11:22,042670,9270
11:22,064350,23050
11:22,012330,269000
11:22,010620,64200
11:22,069960,82300
11:22,017800,46900
11:22,011210,85900
11:22,004020,46150
11:22,267250,62400
11:22,005380,205000
11:22,001450,27350
11:22,057050,71100
11:22,008770,90700
11:22,241590,16100
11:22,004800,109000
11:22,298050,726000
11:22,298020,612000
11:22,093370,20750
11:22,081660,40350
11:22,069260,27000
11:27,282330,178000
11:27,138930,8530
11:27,001040,98300
11:27,079160,30150
11:27,000120,148500
11:27,097950,394000
11:27,005830,64700
11:27,000990,50900
11:27,000210,69700
11:27,375500,134000
11:27,007700,33550
11:27,114090,16200
11:27,078930,44000
11:27,006360,40900
11:27,007070,32600
11:27,294870,26000
11:27,011200,29650
11:27,105560,54900
11:27,002380,384000
11:27,016380,12900
11:27,030200,31350
11:27,033780,80800
11:27,003550,92400
11:27,034220,17950
11:27,051900,1384000
11:27,032640,14350
11:27,011070,198500
11:27,066570,122000
11:27,051910,765000
11:27,079550,48950
11:27,006260,63200
11:27,010120,63700
11:27,001120,29850
11:27,108670,75400
11:27,383800,8840
11:27,035420,390000
11:27,005940,12600
11:27,010060,136000
11:27,005490,325000
11:27,010950,105500
11:27,034730,258500
11:27,011790,159000
11:27,001740,5060
11:27,006120,46950
11:27,302440,231000
11:27,326030,99300
11:27,361610,201500
11:27,096770,252000
11:27,285130,307500
11:27,017670,307000
11:27,000660,93800
11:27,064960,51100
11:27,035250,28350
11:27,010130,533000
11:27,011780,179000
11:27,073240,5520
11:27,000270,82000
11:27,024110,10500
11:27,002350,7590
11:27,251270,121500
11:27,006280,266500
11:27,005250,28800
11:27,004370,290000
11:27,001680,23500
11:27,047040,6500
11:27,042660,24200
11:27,003090,31900
11:27,069620,134500
11:27,006650,206500
11:27,001440,2245
11:27,003490,31150
11:27,192080,62300
11:27,001230,17500
11:27,026960,29700
11:27,049770,209500
11:27,006040,230000
11:27,014820,61000
11:27,000150,88500
11:27,241560,39350
11:27,034020,19300
11:27,336260,48500
11:27,032350,21000
11:27,023530,102500
11:27,004000,86700
11:27,004990,32550
11:27,005300,149000
11:27,011170,239500
11:27,071840,28550
11:27,204320,57500
11:27,008560,4770
11:27,006800,8420
11:27,003850,14550
11:27,003000,13150
11:27,006400,687000
11:27,028260,121000
11:27,207940,823000
11:27,032830,71500
11:27,018260,159500
11:27,028050,24500
11:27,009150,167000
11:27,005930,71900
11:27,010140,6110
11:27,016360,46150
11:27,029780,34550
11:27,000810,239500
11:27,003230,83200
11:27,000070,110000
11:27,004490,82400
11:27,068270,223000
11:27,004170,256000
11:27,031430,179500
11:27,019170,61500
11:27,055550,39050
11:27,003410,7670
11:27,112610,68400
11:27,002790,49800
11:27,090430,179500
11:27,020560,23800
11:27,010780,47350
11:27,012750,83900
11:27,036570,571000
11:27,111770,46000
11:27,003520,4680
11:27,000670,667000
11:27,007310,489500
11:27,271560,118500
11:27,001800,16250
11:27,316140,11500
11:27,000100,59800
11:27,214320,59700
11:27,139480,157500
11:27,007570,30700
11:27,020150,105500
11:27,030000,22350
11:27,185750,119000
11:27,013890,71100
11:27,035720,119000
11:27,323410,57300
11:27,192820,132500
11:27,120110,91400
11:27,021240,73600
11:27,192400,21850
11:27,284740,42350
11:27,259960,467000
11:27,039490,104500
11:27,003240,1095000
11:27,028670,6790
11:27,047050,22250
11:27,003670,157500
11:27,103140,32250
11:27,086790,44700
11:27,352820,284000
11:27,000080,34700
11:27,036460,48000
11:27,071050,84000
11:27,000240,16450
11:27,015760,22850
11:27,009540,94200
11:27,161890,47200
11:27,161390,43300
11:27,047810,31600
11:27,008930,58200
11:27,128940,261500
11:27,009240,105000
11:27,020000,39450
11:27,105630,25000
11:27,014680,333000
11:27,018880,15100
11:27,009420,19950
11:27,051600,39600
11:27,052690,46850
11:27,180640,57400
11:27,000880,34950
11:27,088350,3455
11:27,009830,42400
11:27,272210,16550
11:27,012450,49000
11:27,000720,50300
11:27,005440,9420
11:27,086280,173000
11:27,042670,9270
11:27,064350,23000
11:27,012330,269000
11:27,010620,64300
11:27,069960,82500
11:27,017800,46950
11:27,011210,86400
11:27,004020,46100
11:27,267250,62500
11:27,005380,205000
11:27,001450,27350
11:27,057050,71100
11:27,008770,90500
11:27,241590,16200
11:27,004800,109000
11:27,298050,727000
11:27,298020,612000
11:27,093370,20850
11:27,081660,40300
11:27,069260,27000
11:33,282330,177500
11:33,138930,8540
11:33,001040,98300
11:33,079160,30100
11:33,000120,148000
11:33,097950,393000
11:33,005830,64700
11:33,000990,50800
11:33,000210,69700
11:33,375500,135000
11:33,007700,33550
11:33,114090,16250
11:33,078930,44050
11:33,006360,40950
11:33,007070,32600
11:33,294870,26050
11:33,011200,29700
11:33,105560,55100
11:33,002380,384000
11:33,016380,12950
11:33,030200,31400
11:33,033780,80900
11:33,003550,92500
11:33,034220,17900
11:33,051900,1384000
11:33,032640,14400
11:33,011070,199000
11:33,066570,121500
11:33,051910,765000
11:33,079550,48950
11:33,006260,63300
11:33,010120,63700
11:33,001120,29900
11:33,108670,75400
11:33,383800,8850
11:33,035420,390500
11:33,005940,12650
11:33,010060,136500
11:33,005490,324500
11:33,010950,106000
11:33,034730,258500
11:33,011790,160000
11:33,001740,5080
11:33,006120,47000
11:33,302440,231000
11:33,326030,99200
11:33,361610,203000
11:33,096770,252500
11:33,285130,308500
11:33,017670,307000
11:33,000660,93900
11:33,064960,51100
11:33,035250,28400
11:33,010130,534000
11:33,011780,179000
11:33,073240,5530
11:33,000270,82200
11:33,024110,10550
11:33,002350,7600
11:33,251270,121500
11:33,006280,268000
11:33,005250,29100
11:33,004370,290000
11:33,001680,23500
11:33,047040,6520
11:33,042660,24150
11:33,003090,32050
11:33,069620,135000
11:33,006650,207000
11:33,001440,2250
11:33,003490,31250
11:33,192080,62700
11:33,001230,17550
11:33,026960,29700
11:33,049770,210000
11:33,006040,230500
11:33,014820,61400
11:33,000150,88600
11:33,241560,39400
11:33,034020,19250
11:33,336260,48650
11:33,032350,21050
11:33,023530,103000
11:33,004000,87200
11:33,004990,32650
11:33,005300,148500
11:33,011170,240500
11:33,071840,28550
11:33,204320,57600
11:33,008560,4770
11:33,006800,8440
11:33,003850,14600
11:33,003000,13250
11:33,006400,688000
11:33,028260,121000
11:33,207940,823000
11:33,032830,71500
11:33,018260,159500
11:33,028050,24500
11:33,009150,168000
11:33,005930,71900
11:33,010140,6100
11:33,016360,46150
11:33,029780,34550
11:33,000810,239000
11:33,003230,83200
11:33,000070,110000
11:33,004490,82500
11:33,068270,222500
11:33,004170,256000
11:33,031430,180000
11:33,019170,61700
11:33,055550,39150
11:33,003410,7680
11:33,112610,68600
11:33,002790,49900
11:33,090430,179500
11:33,020560,23750
11:33,010780,47400
11:33,012750,83800
11:33,036570,572000
11:33,111770,46050
11:33,003520,4695
11:33,000670,667000
11:33,007310,489500
11:33,271560,118000
11:33,001800,16200
11:33,316140,11550
11:33,000100,59900
11:33,214320,59700
11:33,139480,158000
11:33,007570,30700
11:33,020150,105500
11:33,030000,22350
11:33,185750,119000
11:33,013890,71100
11:33,035720,118500
11:33,323410,57400
11:33,192820,133000
11:33,120110,91400
11:33,021240,73800
11:33,192400,21900
11:33,284740,42300
11:33,259960,469000
11:33,039490,104000
11:33,003240,1095000
11:33,028670,6800
11:33,047050,22400
11:33,003670,161000
11:33,103140,32350
11:33,086790,44700
11:33,352820,284500
11:33,000080,34650
11:33,036460,48150
11:33,071050,84200
11:33,000240,16450
11:33,015760,22850
11:33,009540,94400
11:33,161890,47500
11:33,161390,43500
11:33,047810,31650
11:33,008930,58300
11:33,128940,262000
11:33,009240,105000
11:33,020000,39400
11:33,105630,25000
11:33,014680,334500
11:33,018880,15100
11:33,009420,19950
11:33,051600,39500
11:33,052690,46800
11:33,180640,57300
11:33,000880,35050
11:33,088350,3460
11:33,009830,42550
11:33,272210,16650
11:33,012450,48850
11:33,000720,50500
11:33,005440,9410
11:33,086280,173500
11:33,042670,9270
11:33,064350,23100
11:33,012330,268500
11:33,010620,64300
11:33,069960,82500
11:33,017800,46950
11:33,011210,86300
11:33,004020,46150
11:33,267250,62400
11:33,005380,205500
11:33,001450,27400
11:33,057050,71000
11:33,008770,90600
11:33,241590,16150
11:33,004800,109000
11:33,298050,719000
11:33,298020,614000
11:33,093370,20900
11:33,081660,40250
11:33,069260,26950
11:38,282330,178000
11:38,138930,8540
11:38,001040,98200
11:38,079160,30150
11:38,000120,148000
11:38,097950,393500
11:38,005830,64500
11:38,000990,50800
11:38,000210,69700
11:38,375500,135000
11:38,007700,33650
11:38,114090,16250
11:38,078930,43950
11:38,006360,40950
11:38,007070,32600
11:38,294870,26000
11:38,011200,29600
11:38,105560,55000
11:38,002380,383500
11:38,016380,12950
11:38,030200,31350
11:38,033780,80900
11:38,003550,92600
11:38,034220,18050
11:38,051900,1384000
11:38,032640,14450
11:38,011070,198000
11:38,066570,121000
11:38,051910,765000
11:38,079550,48800
11:38,006260,63000
11:38,010120,63600
11:38,001120,29850
11:38,108670,75400
11:38,383800,8840
11:38,035420,389500
11:38,005940,12600
11:38,010060,136500
11:38,005490,324000
11:38,010950,106000
11:38,034730,257000
11:38,011790,159500
11:38,001740,5070
11:38,006120,47050
11:38,302440,230500
11:38,326030,99300
11:38,361610,202500
11:38,096770,251500
11:38,285130,307500
11:38,017670,307000
11:38,000660,93800
11:38,064960,51100
11:38,035250,28400
11:38,010130,533000
11:38,011780,178500
11:38,073240,5510
11:38,000270,82300
11:38,024110,10600
11:38,002350,7580
11:38,251270,122000
11:38,006280,269500
11:38,005250,29050
11:38,004370,290500
11:38,001680,23450
11:38,047040,6510
11:38,042660,24150
11:38,003090,32000
11:38,069620,135000
11:38,006650,206500
11:38,001440,2240
11:38,003490,31200
11:38,192080,62700
11:38,001230,17500
11:38,026960,29700
11:38,049770,210000
11:38,006040,229500
11:38,014820,61300
11:38,000150,88700
11:38,241560,39350
11:38,034020,19300
11:38,336260,48600
11:38,032350,21100
11:38,023530,103000
11:38,004000,86900
11:38,004990,32550
11:38,005300,149000
11:38,011170,241000
11:38,071840,28550
11:38,204320,57700
11:38,008560,4770
11:38,006800,8420
11:38,003850,14600
11:38,003000,13200
11:38,006400,689000
11:38,028260,121500
11:38,207940,822000
11:38,032830,71500
11:38,018260,159000
11:38,028050,24450
11:38,009150,167500
11:38,005930,71700
11:38,010140,6100
11:38,016360,46150
11:38,029780,34600
11:38,000810,239000
11:38,003230,82900
11:38,000070,109500
11:38,004490,82600
11:38,068270,221500
11:38,004170,256000
11:38,031430,180500
11:38,019170,62800
11:38,055550,39050
11:38,003410,7690
11:38,112610,68600
11:38,002790,49800
11:38,090430,179000
11:38,020560,23750
11:38,010780,47300
11:38,012750,83600
11:38,036570,572000
11:38,111770,45900
11:38,003520,4685
11:38,000670,668000
11:38,007310,489500
11:38,271560,118000
11:38,001800,16250
11:38,316140,11550
11:38,000100,60000
11:38,214320,59700
11:38,139480,157500
11:38,007570,30650
11:38,020150,105500
11:38,030000,22300
11:38,185750,120000
11:38,013890,71000
11:38,035720,118500
11:38,323410,57300
11:38,192820,132500
11:38,120110,91400
11:38,021240,73900
11:38,192400,21900
11:38,284740,42300
11:38,259960,468500
11:38,039490,104000
11:38,003240,1095000
11:38,028670,6810
11:38,047050,22300
11:38,003670,159500
11:38,103140,32250
11:38,086790,44650
11:38,352820,284500
11:38,000080,34650
11:38,036460,48150
11:38,071050,84100
11:38,000240,16500
11:38,015760,22850
11:38,009540,94300
11:38,161890,47350
11:38,161390,43350
11:38,047810,31650
11:38,008930,58400
11:38,128940,261500
11:38,009240,105000
11:38,020000,39400
11:38,105630,25000
11:38,014680,335000
11:38,018880,15150
11:38,009420,19950
11:38,051600,39400
11:38,052690,46900
11:38,180640,57300
11:38,000880,35050
11:38,088350,3455
11:38,009830,42400
11:38,272210,16650
11:38,012450,48850
11:38,000720,50200
11:38,005440,9400
11:38,086280,173000
11:38,042670,9270
11:38,064350,23050
11:38,012330,268000
11:38,010620,64100
11:38,069960,82600
11:38,017800,46950
11:38,011210,86400
11:38,004020,46000
11:38,267250,62500
11:38,005380,205500
11:38,001450,27300
11:38,057050,71100
11:38,008770,90600
11:38,241590,16200
11:38,004800,109500
11:38,298050,721000
11:38,298020,614000
11:38,093370,20950
11:38,081660,40150
11:38,069260,26950
11:43,282330,178000
11:43,138930,8530
11:43,001040,98300
11:43,079160,30150
11:43,000120,148000
11:43,097950,395000
11:43,005830,64600
11:43,000990,50900
11:43,000210,69700
11:43,375500,135000
11:43,007700,33850
11:43,114090,16250
11:43,078930,43950
11:43,006360,40950
11:43,007070,32500
11:43,294870,26000
11:43,011200,29550
11:43,105560,54900
11:43,002380,383500
11:43,016380,12950
11:43,030200,31400
11:43,033780,80600
11:43,003550,92700
11:43,034220,18050
11:43,051900,1383000
11:43,032640,14400
11:43,011070,198500
11:43,066570,121000
11:43,051910,766000
11:43,079550,48800
11:43,006260,63200
11:43,010120,63900
11:43,001120,29800
11:43,108670,75700
11:43,383800,8850
11:43,035420,390500
11:43,005940,12550
11:43,010060,136000
11:43,005490,324500
11:43,010950,106000
11:43,034730,257000
11:43,011790,159500
11:43,001740,5060
11:43,006120,46900
11:43,302440,230000
11:43,326030,99500
11:43,361610,203000
11:43,096770,251500
11:43,285130,306500
11:43,017670,306500
11:43,000660,94000
11:43,064960,51200
11:43,035250,28450
11:43,010130,534000
11:43,011780,178500
11:43,073240,5510
11:43,000270,82400
11:43,024110,10550
11:43,002350,7570
11:43,251270,122000
11:43,006280,270000
11:43,005250,29200
11:43,004370,290500
11:43,001680,23450
11:43,047040,6510
11:43,042660,24200
11:43,003090,31950
11:43,069620,135000
11:43,006650,206500
11:43,001440,2245
11:43,003490,31250
11:43,192080,62700
11:43,001230,17500
11:43,026960,29700
11:43,049770,210000
11:43,006040,230000
11:43,014820,61500
11:43,000150,88900
11:43,241560,39350
11:43,034020,19300
11:43,336260,48550
11:43,032350,21150
11:43,023530,102500
11:43,004000,87000
11:43,004990,32600
11:43,005300,149000
11:43,011170,241000
11:43,071840,28550
11:43,204320,57700
11:43,008560,4770
11:43,006800,8440
11:43,003850,14600
11:43,003000,13200
11:43,006400,691000
11:43,028260,121500
11:43,207940,822000
11:43,032830,71500
11:43,018260,159000
11:43,028050,24450
11:43,009150,167000
11:43,005930,71800
11:43,010140,6100
11:43,016360,46100
11:43,029780,34600
11:43,000810,239000
11:43,003230,82900
11:43,000070,108500
11:43,004490,83100
11:43,068270,221500
11:43,004170,255500
11:43,031430,179500
11:43,019170,62600
11:43,055550,39100
11:43,003410,7660
11:43,112610,68600
11:43,002790,49950
11:43,090430,178500
11:43,020560,23750
11:43,010780,47300
11:43,012750,83900
11:43,036570,571000
11:43,111770,45950
11:43,003520,4680
11:43,000670,665000
11:43,007310,489500
11:43,271560,118000
11:43,001800,16250
11:43,316140,11500
11:43,000100,59900
11:43,214320,59700
11:43,139480,157500
11:43,007570,30700
11:43,020150,105500
11:43,030000,22400
11:43,185750,119500
11:43,013890,71100
11:43,035720,119000
11:43,323410,57300
11:43,192820,134500
11:43,120110,91500
11:43,021240,73800
11:43,192400,21950
11:43,284740,42100
11:43,259960,469000
11:43,039490,104000
11:43,003240,1092000
11:43,028670,6800
11:43,047050,22300
11:43,003670,161500
11:43,103140,32300
11:43,086790,44650
11:43,352820,285000
11:43,000080,34700
11:43,036460,48150
11:43,071050,84300
11:43,000240,16500
11:43,015760,22850
11:43,009540,94400
11:43,161890,47350
11:43,161390,43400
11:43,047810,31650
11:43,008930,58400
11:43,128940,261500
11:43,009240,105500
11:43,020000,39400
11:43,105630,25100
11:43,014680,336500
11:43,018880,15150
11:43,009420,19950
11:43,051600,39350
11:43,052690,46750
11:43,180640,57300
11:43,000880,35100
11:43,088350,3450
11:43,009830,42500
11:43,272210,16650
11:43,012450,48950
11:43,000720,50400
11:43,005440,9430
11:43,086280,173500
11:43,042670,9270
11:43,064350,23000
11:43,012330,269000
11:43,010620,64100
11:43,069960,82600
11:43,017800,46950
11:43,011210,86500
11:43,004020,45950
11:43,267250,62300
11:43,005380,205000
11:43,001450,27350
11:43,057050,71100
11:43,008770,90600
11:43,241590,16150
11:43,004800,109500
11:43,298050,722000
11:43,298020,615000
